recorder_time	SPEED	TORQUE_20HZ	UI_VALUE_SET_CURRENT	Ierms	Irms_1	Irms_2	Irms_3	Urms_12	Urms_31	Urms_23	Pfact_D	Pin	PM	UI_VALUE_DCURRENT	UI_VALUE_QCURRENT	UI_VALUE_DVOLTAGE	UI_VALUE_QVOLTAGE	UI_VALUE_ANG_LOAD	UI_LINK_VOLTAGE	UI_VALUE_SET_ANGLE	UI_MAX_MOTOR_VOLTAGE	Ubat_m	Ibat_m	PFact_1	PFact_2	PFact_3	Pow1	Pow2	Pow3	Phi_ui1	Phi_ui2	Phi_ui3	Ufrms_1	Ufrms_2	Ufrms_3	UI_IGBT_Temp	Real_Time	UI_VALUE_SPEED	UI_VALUE_PLS_FRQ	
ms	rpm	Nm	A	A	A	A	A	V	V	V	-	kW	kW	A	A	V	V	?V	?V	V	-	-	-	-	kW	kW	kW	-	-	-	V	V	V	蚓	-	rpm	Hz	
31508	-1001	0.13897	0.00	0.55	0.61	0.45	0.59	35.93	35.93	35.97	0.7738	0.0267	-0.0131	-0.09	0.58	-0.02	37.25	-1.01	369.30	125.00	350.00	370.15	0.68	-0.8263	-0.7720	-0.7389	-0.01	-0.01	-0.01	-38.79	-82.84	163.94	20.73	20.76	20.76	29.25	135621	1000.00	6000.00	
31608	-1001	0.15370	0.00	0.56	0.55	0.49	0.63	35.94	35.94	35.96	0.7607	0.0265	-0.0156	-0.12	0.65	-0.01	37.16	-1.00	369.36	125.00	350.00	370.13	0.64	-0.8221	-0.7396	-0.7348	-0.01	-0.01	-0.01	-116.05	122.00	161.13	20.74	20.76	20.76	29.34	135621	1000.00	6000.00	
31708	-1001	0.21974	0.00	0.48	0.47	0.43	0.53	35.93	35.93	35.96	0.6033	0.0180	-0.0241	-0.15	0.41	0.00	37.14	-1.00	369.71	125.00	350.00	370.25	0.53	-0.7319	-0.5598	-0.5296	-0.01	-0.01	-0.01	-168.00	15.12	98.06	20.73	20.75	20.76	29.59	135621	1000.00	6000.00	
31808	-1001	0.30373	0.00	0.48	0.44	0.45	0.55	35.93	35.90	35.96	0.3902	0.0117	-0.0312	-0.13	0.30	0.00	37.07	-0.05	369.73	125.00	350.00	370.28	0.36	-0.5473	-0.3764	-0.2773	-0.01	-0.00	-0.00	-29.50	-60.99	138.57	20.72	20.76	20.74	29.75	135621	1000.00	6000.00	
31908	-1001	0.38220	0.00	0.42	0.40	0.36	0.50	35.94	35.94	35.97	0.2416	0.0064	-0.0383	-0.20	0.19	-0.00	37.05	-0.26	369.60	125.00	350.00	370.25	0.54	-0.4047	-0.1480	-0.1763	-0.00	-0.00	-0.00	71.23	2.34	114.07	20.74	20.76	20.76	29.66	135622	1000.00	6000.00	
32008	-1001	0.37194	0.00	0.40	0.34	0.36	0.48	35.90	35.91	35.95	-0.0092	-0.0001	-0.0381	-0.15	0.14	0.00	37.07	-0.96	369.79	125.00	350.00	370.20	0.42	0.0531	-0.0615	0.0272	0.00	-0.00	0.00	89.96	32.25	38.30	20.72	20.74	20.75	29.41	135622	1000.00	6000.00	
32108	-1001	0.40400	0.00	0.44	0.40	0.45	0.47	35.92	35.96	35.97	0.0819	0.0023	-0.0420	-0.01	0.10	0.02	37.06	-1.00	316.21	125.00	350.00	370.11	0.51	0.0863	-0.1108	-0.1937	0.00	-0.00	-0.00	-46.28	-52.79	-109.69	20.74	20.75	20.77	29.25	135622	1000.00	6000.00	
32208	-1001	0.45539	0.00	0.42	0.36	0.41	0.48	35.92	35.94	35.99	-0.2716	-0.0073	-0.0477	-0.00	0.00	0.02	37.05	-0.91	369.07	125.00	350.00	370.15	0.54	0.3686	0.1653	0.2940	0.00	0.00	0.00	-44.45	-76.88	-32.43	20.73	20.76	20.77	29.34	135622	1000.00	6000.00	
32308	-1001	0.45243	0.00	0.41	0.38	0.36	0.47	35.89	35.94	35.96	-0.2926	-0.0075	-0.0457	0.05	-0.02	0.00	37.07	-0.01	369.88	125.00	350.00	370.22	0.76	0.5082	0.2258	0.1786	0.00	0.00	0.00	-13.13	-63.04	-48.13	20.72	20.74	20.76	29.59	135622	1000.00	6000.00	
32408	-1001	0.45037	0.00	0.43	0.36	0.38	0.52	35.92	35.95	36.00	-0.2620	-0.0070	-0.0451	0.08	-0.02	0.01	37.05	-0.65	369.71	125.00	350.00	370.30	0.26	0.4476	0.0499	0.3018	0.00	0.00	0.00	-31.23	-97.15	-47.34	20.73	20.77	20.78	29.75	135622	1000.00	6000.00	
32508	-1001	0.45267	0.00	0.46	0.39	0.43	0.54	35.90	35.90	35.95	-0.3730	-0.0108	-0.0450	0.10	0.04	-0.00	37.05	-1.01	369.69	125.00	350.00	370.26	0.45	0.5066	0.2719	0.3656	0.00	0.00	0.00	-17.16	-54.72	-43.26	20.71	20.75	20.75	29.66	135622	1000.00	6000.00	
32608	-1001	0.45510	0.00	0.44	0.39	0.41	0.50	35.94	35.95	35.99	-0.1406	-0.0038	-0.0453	-0.03	0.07	-0.01	36.99	-0.35	369.66	125.00	350.00	370.14	0.40	0.1163	0.1075	0.1958	0.00	0.00	0.00	-82.57	-88.83	-58.51	20.74	20.77	20.77	29.41	135622	1000.00	6000.00	
32708	-1001	0.44580	0.00	0.46	0.38	0.40	0.56	35.91	35.93	35.99	-0.4033	-0.0115	-0.0440	0.02	0.03	-0.01	37.01	-0.34	369.86	125.00	350.00	370.17	0.46	0.4583	0.2676	0.4620	0.00	0.00	0.01	26.28	-52.76	-16.88	20.72	20.76	20.77	29.25	135622	1000.00	6000.00	
32808	-1001	0.42843	0.00	0.42	0.35	0.39	0.52	35.91	35.91	35.99	-0.2118	-0.0056	-0.0444	0.01	0.05	-0.01	37.02	-1.01	369.45	125.00	350.00	370.19	0.57	0.1830	0.0090	0.3990	0.00	0.00	0.00	-13.80	-87.83	-41.76	20.71	20.76	20.76	29.34	135622	1000.00	6000.00	
32908	-1001	0.43957	0.00	0.45	0.34	0.43	0.54	35.90	35.89	35.96	-0.3039	-0.0085	-0.0462	-0.03	0.00	0.00	37.03	-0.24	369.58	125.00	350.00	370.25	0.65	0.2988	0.1748	0.4267	0.00	0.00	0.00	39.25	-14.52	-33.65	20.71	20.75	20.75	29.59	135623	1000.00	6000.00	
33008	-1001	0.41572	0.00	0.42	0.41	0.40	0.45	35.91	35.92	35.99	-0.2001	-0.0053	-0.0425	0.02	0.04	0.01	37.02	-0.99	369.67	125.00	350.00	370.28	0.67	0.1860	0.0975	0.3158	0.00	0.00	0.00	-49.11	-37.88	-21.13	20.72	20.76	20.77	29.75	135623	1000.00	6000.00	
33108	-1001	0.45754	0.00	0.44	0.37	0.42	0.52	35.90	35.90	35.97	-0.1695	-0.0046	-0.0466	0.01	0.02	0.02	37.01	-1.00	369.50	125.00	350.00	370.20	0.38	0.1399	-0.0056	0.3250	0.00	-0.00	0.00	2.07	-57.93	-43.58	20.71	20.75	20.75	29.66	135623	999.91	6000.00	
33208	-1001	0.42667	0.00	0.40	0.38	0.38	0.45	35.91	35.93	35.97	-0.1204	-0.0029	-0.0427	-0.02	0.04	0.00	37.00	-0.14	370.12	125.00	350.00	370.19	0.64	0.0606	0.1443	0.1813	0.00	0.00	0.00	-33.45	-53.68	-56.13	20.72	20.75	20.76	29.41	135623	999.01	6000.00	
33308	-1001	0.42126	0.00	0.45	0.37	0.43	0.53	35.90	35.89	35.96	-0.1665	-0.0048	-0.0444	0.05	0.04	-0.01	37.00	-0.99	369.81	125.00	350.00	370.13	0.75	0.1834	0.0067	0.2710	0.00	-0.00	0.00	-50.06	-124.86	-46.94	20.71	20.75	20.75	29.25	135623	999.00	6000.00	
33408	-1001	0.46006	0.00	0.43	0.41	0.41	0.46	35.92	35.91	35.96	-0.1698	-0.0047	-0.0465	0.05	0.03	-0.02	37.03	-0.44	369.50	125.00	350.00	370.15	0.46	0.0181	0.1591	0.3134	0.00	0.00	0.00	-94.15	-87.50	-39.00	20.72	20.75	20.75	29.34	135623	999.00	6000.00	
33508	-1001	0.45812	0.00	0.51	0.47	0.50	0.54	35.93	35.91	35.96	-0.2623	-0.0084	-0.0455	0.01	0.03	-0.00	37.01	-0.39	369.49	125.00	350.00	370.27	0.18	0.1562	0.2665	0.3539	0.00	0.00	0.00	-69.13	-56.79	-34.84	20.72	20.76	20.75	29.59	135623	999.00	6000.00	
33608	-1001	0.42344	0.00	0.43	0.39	0.42	0.47	35.92	35.90	35.98	-0.1830	-0.0049	-0.0450	0.03	-0.02	-0.01	37.01	-1.00	369.91	125.00	350.00	370.30	0.35	0.0586	0.0790	0.3848	0.00	0.00	0.00	-69.65	-99.91	-25.91	20.71	20.76	20.75	29.75	135623	999.00	6000.00	
33708	-1001	0.43185	0.00	0.43	0.40	0.37	0.52	35.89	35.88	35.95	-0.2979	-0.0080	-0.0457	0.01	0.05	0.01	37.01	-0.35	369.74	125.00	350.00	370.24	0.67	0.3385	0.1228	0.3980	0.00	0.00	0.00	-3.61	-59.02	-30.97	20.70	20.74	20.74	29.66	135623	999.00	6000.00	
33808	-1001	0.43750	0.00	0.43	0.37	0.41	0.50	35.92	35.90	35.98	-0.3187	-0.0088	-0.0446	-0.04	0.02	0.01	36.98	-0.74	369.61	125.00	350.00	370.18	0.82	0.2019	0.1347	0.5663	0.00	0.00	0.01	-38.88	-88.98	-24.21	20.71	20.77	20.75	29.41	135623	999.00	6000.00	
33908	-1001	0.44116	0.00	0.44	0.38	0.39	0.54	35.91	35.90	35.96	-0.3110	-0.0084	-0.0477	0.00	-0.02	-0.01	37.02	-0.74	369.38	125.00	350.00	370.17	0.20	0.2426	0.2622	0.4047	0.00	0.00	0.00	-51.77	-49.29	-38.66	20.72	20.75	20.74	29.25	135624	999.00	6000.00	
34008	-1001	0.42688	0.00	0.43	0.36	0.37	0.53	35.91	35.89	35.95	-0.2899	-0.0077	-0.0472	-0.03	0.03	0.01	37.02	-0.39	369.59	125.00	350.00	370.15	0.46	0.2456	0.2300	0.3798	0.00	0.00	0.00	-61.63	-64.66	-42.29	20.71	20.75	20.74	29.34	135624	999.00	6000.00	
34108	-1001	0.44544	0.00	0.46	0.40	0.45	0.51	35.94	35.90	35.98	-0.2089	-0.0060	-0.0454	-0.05	0.05	0.00	37.01	-1.00	316.17	125.00	350.00	370.25	0.44	0.0530	0.1453	0.4037	0.00	0.00	0.00	-97.22	-85.05	-30.88	20.72	20.77	20.75	29.59	135624	999.00	6000.00	
34208	-1001	0.45185	0.00	0.48	0.39	0.46	0.57	35.93	35.90	35.94	-0.2460	-0.0073	-0.0464	0.00	-0.02	-0.01	37.00	-0.35	369.26	125.00	350.00	370.29	0.22	0.1530	0.2599	0.3100	0.00	0.00	0.00	-89.58	-41.73	-42.40	20.72	20.75	20.74	29.75	135624	999.00	6000.00	
34308	-1001	0.44368	0.00	0.46	0.43	0.43	0.52	35.90	35.87	35.97	-0.2455	-0.0070	-0.0461	0.02	0.01	-0.01	37.00	-0.64	370.25	125.00	350.00	370.20	0.62	0.0654	0.0978	0.5228	0.00	0.00	0.01	-114.77	-95.17	-12.58	20.69	20.76	20.74	29.66	135624	999.00	6000.00	
34408	-1001	0.40082	0.00	0.44	0.39	0.41	0.51	35.93	35.88	35.95	-0.1529	-0.0040	-0.0441	-0.03	0.01	-0.01	36.98	-0.92	370.05	125.00	350.00	370.17	0.49	-0.0475	0.1606	0.3089	-0.00	0.00	0.00	-87.95	-60.36	-29.39	20.72	20.76	20.73	29.41	135624	999.00	6000.00	
34508	-1001	0.42453	0.00	0.43	0.38	0.40	0.49	35.90	35.90	35.97	-0.1972	-0.0055	-0.0462	-0.01	0.01	-0.00	36.98	-0.10	369.86	125.00	350.00	370.14	0.69	0.0988	0.1123	0.3675	0.00	0.00	0.00	-74.74	-64.82	-23.45	20.71	20.75	20.75	29.25	135624	999.00	6000.00	
34608	-1001	0.41739	0.00	0.46	0.36	0.45	0.54	35.91	35.86	35.96	-0.1261	-0.0036	-0.0461	-0.01	-0.01	-0.01	37.02	-0.99	369.90	125.00	350.00	370.20	0.35	-0.1412	0.0740	0.3464	-0.00	0.00	0.00	-8.83	-66.22	-23.58	20.70	20.76	20.73	29.34	135624	999.00	6000.00	
34708	-1001	0.45500	0.00	0.47	0.39	0.47	0.53	35.93	35.90	35.98	-0.2789	-0.0082	-0.0476	-0.03	-0.00	-0.00	37.00	-0.65	369.92	125.00	350.00	370.23	0.51	0.0724	0.2141	0.4915	0.00	0.00	0.01	-66.61	-76.67	-15.47	20.72	20.77	20.75	29.59	135624	999.00	6000.00	
